0.00.021.964 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.022.363 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.022.938 W srv  llama_server: -----------------
0.00.022.955 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.022.955 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.022.955 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.022.956 W srv  llama_server: -----------------
0.00.024.682 I srv    load_model: loading model '/tmp/codex-model-cache/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.685.368 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.03.120.927 I cmn          init: llama threadpool init, n_threads = 4
0.03.504.918 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.511.502 I srv  llama_server: model loaded
0.03.511.519 I srv  llama_server: listening on http://127.0.0.1:18941
0.04.315.750 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.05.701.841 I slot launch_slot_: id  0 | task 421 | processing task, is_child = 0
2.05.701.851 W slot   operator(): id  0 | task 421 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
2.05.701.851 W slot   operator(): id  0 | task 421 | n_past was set to 172
2.07.373.366 I slot print_timing: id  0 | task 421 | prompt eval time =     108.29 ms /     1 tokens (  108.29 ms per token,     9.23 tokens per second)
2.07.373.388 I slot print_timing: id  0 | task 421 |        eval time =    1563.20 ms /     6 tokens (  312.64 ms per token,     3.20 tokens per second)
2.07.373.389 I slot print_timing: id  0 | task 421 |       total time =    1671.49 ms /     7 tokens
2.07.373.390 I slot print_timing: id  0 | task 421 |    graphs reused =        319
2.07.373.521 I slot      release: id  0 | task 421 | stop processing: n_tokens = 178, truncated = 0
2.07.373.551 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
2.07.373.719 I slot launch_slot_: id  0 | task 422 | processing task, is_child = 0
2.07.373.741 W slot   operator(): id  0 | task 422 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
2.07.373.741 W slot   operator(): id  0 | task 422 | n_past was set to 172
2.08.202.367 I slot print_timing: id  0 | task 422 | prompt eval time =     106.26 ms /     1 tokens (  106.26 ms per token,     9.41 tokens per second)
2.08.202.387 I slot print_timing: id  0 | task 422 |        eval time =     722.34 ms /     6 tokens (  144.47 ms per token,     6.92 tokens per second)
2.08.202.388 I slot print_timing: id  0 | task 422 |       total time =     828.61 ms /     7 tokens
2.08.202.389 I slot print_timing: id  0 | task 422 |    graphs reused =        325
2.08.202.438 I slot      release: id  0 | task 422 | stop processing: n_tokens = 178, truncated = 0
2.08.232.666 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.618 (> 0.100 thold), f_keep = 0.545
2.08.233.562 I slot launch_slot_: id  0 | task 441 | processing task, is_child = 0
2.10.253.546 I slot print_timing: id  0 | task 441 | prompt eval time =     954.45 ms /    60 tokens (   15.91 ms per token,    62.86 tokens per second)
2.10.253.562 I slot print_timing: id  0 | task 441 |        eval time =    1065.35 ms /     6 tokens (  213.07 ms per token,     4.69 tokens per second)
2.10.253.563 I slot print_timing: id  0 | task 441 |       total time =    2019.79 ms /    66 tokens
2.10.253.565 I slot print_timing: id  0 | task 441 |    graphs reused =        329
2.10.253.612 I slot      release: id  0 | task 441 | stop processing: n_tokens = 162, truncated = 0
2.10.282.370 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.315
2.10.285.926 I slot launch_slot_: id  0 | task 448 | processing task, is_child = 0
2.12.557.025 I slot print_timing: id  0 | task 448 | prompt eval time =    1417.55 ms /    76 tokens (   18.65 ms per token,    53.61 tokens per second)
2.12.557.040 I slot print_timing: id  0 | task 448 |        eval time =     853.42 ms /     6 tokens (  170.68 ms per token,     5.86 tokens per second)
2.12.557.041 I slot print_timing: id  0 | task 448 |       total time =    2270.97 ms /    82 tokens
2.12.557.042 I slot print_timing: id  0 | task 448 |    graphs reused =        333
2.12.557.093 I slot      release: id  0 | task 448 | stop processing: n_tokens = 160, truncated = 0
2.12.585.597 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
2.12.588.064 I slot launch_slot_: id  0 | task 455 | processing task, is_child = 0
2.14.554.582 I slot print_timing: id  0 | task 455 | prompt eval time =    1415.58 ms /    76 tokens (   18.63 ms per token,    53.69 tokens per second)
2.14.554.602 I slot print_timing: id  0 | task 455 |        eval time =     550.89 ms /     6 tokens (  110.18 ms per token,     9.08 tokens per second)
2.14.554.603 I slot print_timing: id  0 | task 455 |       total time =    1966.47 ms /    82 tokens
2.14.554.604 I slot print_timing: id  0 | task 455 |    graphs reused =        337
2.14.554.657 I slot      release: id  0 | task 455 | stop processing: n_tokens = 178, truncated = 0
2.14.580.160 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
2.14.584.725 I slot launch_slot_: id  0 | task 462 | processing task, is_child = 0
2.16.233.314 I slot print_timing: id  0 | task 462 | prompt eval time =    1142.17 ms /    76 tokens (   15.03 ms per token,    66.54 tokens per second)
2.16.233.332 I slot print_timing: id  0 | task 462 |        eval time =     506.37 ms /     6 tokens (  101.27 ms per token,     9.87 tokens per second)
2.16.233.333 I slot print_timing: id  0 | task 462 |       total time =    1648.54 ms /    82 tokens
2.16.233.334 I slot print_timing: id  0 | task 462 |    graphs reused =        341
2.16.233.384 I slot      release: id  0 | task 462 | stop processing: n_tokens = 160, truncated = 0
2.16.246.386 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
2.16.248.599 I slot launch_slot_: id  0 | task 469 | processing task, is_child = 0
2.18.585.921 I slot print_timing: id  0 | task 469 | prompt eval time =    1725.03 ms /    76 tokens (   22.70 ms per token,    44.06 tokens per second)
2.18.585.936 I slot print_timing: id  0 | task 469 |        eval time =     612.24 ms /     6 tokens (  122.45 ms per token,     8.17 tokens per second)
2.18.585.938 I slot print_timing: id  0 | task 469 |       total time =    2337.27 ms /    82 tokens
2.18.585.939 I slot print_timing: id  0 | task 469 |    graphs reused =        345
2.18.586.015 I slot      release: id  0 | task 469 | stop processing: n_tokens = 178, truncated = 0
2.18.602.438 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
2.18.605.400 I slot launch_slot_: id  0 | task 476 | processing task, is_child = 0
2.20.481.639 I slot print_timing: id  0 | task 476 | prompt eval time =    1384.98 ms /    76 tokens (   18.22 ms per token,    54.87 tokens per second)
2.20.481.659 I slot print_timing: id  0 | task 476 |        eval time =     491.21 ms /     6 tokens (   98.24 ms per token,    10.18 tokens per second)
2.20.481.660 I slot print_timing: id  0 | task 476 |       total time =    1876.19 ms /    82 tokens
2.20.481.662 I slot print_timing: id  0 | task 476 |    graphs reused =        349
2.20.481.714 I slot      release: id  0 | task 476 | stop processing: n_tokens = 160, truncated = 0
2.20.498.604 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
2.20.501.431 I slot launch_slot_: id  0 | task 483 | processing task, is_child = 0
2.22.056.451 I slot print_timing: id  0 | task 483 | prompt eval time =    1066.64 ms /    72 tokens (   14.81 ms per token,    67.50 tokens per second)
2.22.056.471 I slot print_timing: id  0 | task 483 |        eval time =     488.27 ms /     6 tokens (   97.65 ms per token,    10.24 tokens per second)
2.22.056.471 I slot print_timing: id  0 | task 483 |       total time =    1554.91 ms /    78 tokens
2.22.056.473 I slot print_timing: id  0 | task 483 |    graphs reused =        353
2.22.056.522 I slot      release: id  0 | task 483 | stop processing: n_tokens = 178, truncated = 0
2.22.068.402 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
2.22.070.876 I slot launch_slot_: id  0 | task 490 | processing task, is_child = 0
2.24.380.063 I slot print_timing: id  0 | task 490 | prompt eval time =    1720.85 ms /    76 tokens (   22.64 ms per token,    44.16 tokens per second)
2.24.380.162 I slot print_timing: id  0 | task 490 |        eval time =     588.11 ms /     6 tokens (  117.62 ms per token,     8.50 tokens per second)
2.24.380.163 I slot print_timing: id  0 | task 490 |       total time =    2308.96 ms /    82 tokens
2.24.380.164 I slot print_timing: id  0 | task 490 |    graphs reused =        357
2.24.380.995 I slot      release: id  0 | task 490 | stop processing: n_tokens = 160, truncated = 0
2.24.416.478 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
2.24.425.605 I slot launch_slot_: id  0 | task 497 | processing task, is_child = 0
2.27.854.828 I slot print_timing: id  0 | task 497 | prompt eval time =    1812.23 ms /    76 tokens (   23.85 ms per token,    41.94 tokens per second)
2.27.854.853 I slot print_timing: id  0 | task 497 |        eval time =    1616.95 ms /     6 tokens (  323.39 ms per token,     3.09 tokens per second)
2.27.854.854 I slot print_timing: id  0 | task 497 |       total time =    3429.18 ms /    82 tokens
2.27.854.856 I slot print_timing: id  0 | task 497 |    graphs reused =        361
2.27.854.907 I slot      release: id  0 | task 497 | stop processing: n_tokens = 178, truncated = 0
2.28.139.393 I srv    operator(): operator(): cleaning up before exit...
